0.0 680.0 1105.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
680.0 0.0 490.0 590.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1105.0 490.0 0.0 180.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 590.0 180.0 0.0 530.0 770.0 1420.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 530.0 0.0 420.0 0.0 495.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 770.0 420.0 0.0 0.0 255.0 0.0 195.0 545.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 1420.0 0.0 0.0 0.0 750.0 1050.0 380.0 990.0 915.0 380.0 380.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 495.0 255.0 750.0 0.0 590.0 285.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 1050.0 590.0 0.0 0.0 0.0 730.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 195.0 380.0 285.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 545.0 990.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 915.0 0.0 730.0 0.0 0.0 0.0 640.0 0.0 390.0 195.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 380.0 0.0 0.0 0.0 0.0 640.0 0.0 350.0 0.0 500.0 425.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 380.0 0.0 0.0 0.0 0.0 0.0 350.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 390.0 0.0 0.0 0.0 320.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 195.0 500.0 0.0 320.0 0.0 225.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 425.0 0.0 0.0 225.0 0.0 1170.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1170.0 0.0
